key;value;
amenity;pharmacy;
amenity;place_of_worship;
amenity;police;
amenity;post_box;
amenity;post_depot;
amenity;post_office;
amenity;prep_school;
amenity;prison;
amenity;pub;
amenity;public_bookcase;
amenity;public_building;
amenity;recycling;
amenity;research_institute;
amenity;restaurant;
amenity;school;
amenity;shelter;
amenity;shower;
amenity;social_centre;
amenity;social_facility;
amenity;studio;
amenity;table;
amenity;taxi;
amenity;telephone;
amenity;theatre;
amenity;ticket_validator;
amenity;toilets;
amenity;townhall;
amenity;trolley_bay;
amenity;university;
amenity;vending_machine;
amenity;veterinary;
amenity;waste_basket;
amenity;waste_disposal;
amenity;watering_place;
amenity;weighbridge;
amenity;whirlpool;
area:highway;footway;
area:highway;traffic_island;
artwork_type;installation;
artwork_type;mural;
artwork_type;sculpture;
artwork_type;statue;
athletics;long_jump;
athletics;pole_vault;
athletics;shot_put;
atm;yes;
attraction;amusement_ride;
attraction;animal;
attraction;roller_coaster;
attraction;water_slide;
barrier;block;
barrier;bollard;
barrier;cattle_grid;
barrier;chain;
barrier;cycle_barrier;
barrier;ditch;
barrier;entrance;
barrier;fence;
barrier;gate;
barrier;guard_rail;
barrier;handrail;
barrier;hedge;
barrier;height_restrictor;
barrier;jersey_barrier;
barrier;kerb;
barrier;lift_gate;
barrier;log;
barrier;retaining_wall;
barrier;sliding_gate;
barrier;spikes;
barrier;swing_gate;
barrier;toll_booth;
barrier;turnstile;
barrier;wall;
barrier;yes;
basin;detention;
basin;infiltration;
basin;retention;
basin;stormwater;
bicycle;;
bicycle;designated;
bicycle;dismount;
bicycle;no;
bicycle;permissive;
bicycle;private;
bicycle;yes;
bicycle_parking;stands;
bicycle_parking;wall_loops;
boules;bocce;
boundary;administrative;
boundary;census;
boundary;national_park;
boundary;political;
boundary;protected_area;
bridge:structure;beam;
bridge:support;pier;
bridge;aqueduct;
bridge;boardwalk;
bridge;movable;
bridge;viaduct;
building:use;warehouse;
building;apartments;
building;barn;
building;bridge;
building;bungalow;
building;bunker;
building;cabin;
building;carport;
building;chapel;
building;church;
building;civic;
building;college;
building;commercial;
building;construction;
building;data_center;
building;detached;
building;dormitory;
building;factory;
building;farm;
building;farm_auxiliary;
building;fire_station;
building;garage;
building;garages;
building;government;
building;grandstand;
building;greenhouse;
building;guardhouse;
building;hangar;
building;hospital;
building;hotel;
building;house;
building;houseboat;
building;hut;
building;industrial;
building;kindergarten;
building;mobile_home;
building;no;
building;office;
building;outbuilding;
building;parking;
building;pavilion;
building;public;
building;religious;
building;residential;
building;retail;
building;roof;
building;ruins;
building;school;
building;semidetached_house;
building;service;
building;shed;
building;silo;
building;sports_centre;
building;stable;
building;static_caravan;
building;storage_tank;
building;terrace;
building;toilets;
building;train_station;
building;transportation;
building;university;
building;warehouse;
building;yes;
bus;no;
bus;yes;
busway;lane;
cemetery;grave;
cemetery;sector;
clothes;wedding;
clothes;women;
club;sport;
communication;line;
construction;apartments;
construction;house;
construction;minor;
construction;yes;
content;fuel;
content;water;
covered;no;
covered;yes;
craft;brewery;
craft;caterer;
craft;cleaning;
craft;electronics_repair;
craft;hvac;
craft;photographer;
craft;plumber;
craft;signmaker;
craft;winery;
crop;corn;
crop;grape;
crossing:markings;zebra;
crossing:whistle;optional;
crossing;marked;
crossing;no;
crossing;traffic_signals;
crossing;uncontrolled;
crossing;unmarked;
crossing;zebra;
crossing_ref;zebra;
cuisine;american;
cuisine;asian;
cuisine;bagel;
cuisine;barbecue;
cuisine;bubble_tea;
cuisine;burger;
cuisine;chicken;
cuisine;chinese;
cuisine;coffee_shop;
cuisine;donut;
cuisine;french;
cuisine;frozen_yogurt;
cuisine;greek;
cuisine;hot_dog;
cuisine;ice_cream;
cuisine;indian;
cuisine;italian;
cuisine;japanese;
cuisine;kebab;
cuisine;korean;
cuisine;mediterranean;
cuisine;mexican;
cuisine;noodle;
cuisine;pizza;
cuisine;ramen;
cuisine;regional;
cuisine;sandwich;
cuisine;seafood;
cuisine;steak_house;
cuisine;sushi;
cuisine;tex-mex;
cuisine;thai;
cuisine;vietnamese;
cuisine;wings;
cycleway:both;lane;
cycleway:both;no;
cycleway:left;no;
cycleway:left;track;
cycleway:right;lane;
cycleway:right;no;
cycleway:right;track;
cycleway;asl;
cycleway;crossing;
cycleway;lane;
cycleway;no;
cycleway;separate;
cycleway;share_busway;
cycleway;shared_lane;
cycleway;sidewalk;
cycleway;track;
dataset;buildings;
denomination;catholic;
denomination;jehovahs_witness;
denomination;mormon;
denotation;agricultural;
denotation;avenue;
denotation;landmark;
denotation;urban;
designation;public_bridleway;
direction;backward;
direction;forward;
disc_golf;basket;
disc_golf;hole;
disc_golf;tee;
disused:railway;level_crossing;
disused:railway;rail;
dock;floating;
dog;leashed;
dog;no;
dog;yes;
dual_carriageway;yes;
electrified;contact_line;
electrified;rail;
embankment;dyke;
emergency;assembly_point;
emergency;defibrillator;
emergency;designated;
emergency;fire_alarm_box;
emergency;fire_extinguisher;
emergency;fire_hydrant;
emergency;life_ring;
emergency;lifeguard;
emergency;phone;
emergency;siren;
emergency;water_tank;
emergency;yes;
entrance;exit;
entrance;garage;
entrance;main;
entrance;secondary;
entrance;shop;
entrance;staircase;
entrance;yes;
fence_type;railing;
fixme;name;
fixme;position_estimated;
flag:type;advertising;
flag:type;national;
flag:type;regional;
floating;yes;
foot;designated;
foot;destination;
foot;no;
foot;permissive;
foot;private;
foot;use_sidepath;
foot;yes;
footway;access_aisle;
footway;crossing;
footway;link;
footway;sidewalk;
footway;traffic_island;
ford;stepping_stones;
ford;yes;
fountain;bubbler;
fountain;decorative;
garden:type;botanical;
garden:type;residential;
generator:method;combustion;
generator:method;photovoltaic;
generator:method;wind_turbine;
generator:solar:tracking;no;
generator:source;gas;
generator:source;solar;
generator:source;wind;
generator:type;gas_turbine;
generator:type;horizontal_axis;
generator:type;solar_photovoltaic_panel;
generator:type;steam_turbine;
genus;Acer;
genus;Tilia;
golf;bunker;
golf;cartpath;
golf;clubhouse;
golf;driving_range;
golf;fairway;
golf;green;
golf;hole;
golf;lateral_water_hazard;
golf;path;
golf;pin;
golf;rough;
golf;tee;
golf;water_hazard;
government;administrative;
government;transportation;
hazard;school_zone;
healthcare:speciality;chiropractic;
healthcare:speciality;orthodontics;
healthcare:speciality;paediatrics;
healthcare;alternative;
healthcare;clinic;
healthcare;counselling;
healthcare;dentist;
healthcare;doctor;
healthcare;hospital;
healthcare;laboratory;
healthcare;optometrist;
healthcare;pharmacy;
healthcare;physiotherapist;
healthcare;rehabilitation;
healthcare;yes;
heritage:operator;nrhp;
hgv;yes;
highway;bridleway;
highway;bus_stop;
highway;busway;
highway;construction;
highway;corridor;
highway;crossing;
highway;cycleway;
highway;elevator;
highway;footway;
highway;give_way;
highway;living_street;
highway;milestone;
highway;mini_roundabout;
highway;motorway;
highway;motorway_junction;
highway;motorway_link;
highway;passing_place;
highway;path;
highway;pedestrian;
highway;platform;
highway;primary;
highway;primary_link;
highway;priority;
highway;proposed;
highway;raceway;
highway;residential;
highway;rest_area;
highway;secondary;
highway;secondary_link;
highway;service;
highway;services;
highway;speed_camera;
highway;steps;
highway;stop;
highway;street_lamp;
highway;tertiary;
highway;tertiary_link;
highway;toll_gantry;
highway;track;
highway;traffic_signals;
highway;trailhead;
highway;trunk;
highway;trunk_link;
highway;turning_circle;
highway;turning_loop;
highway;unclassified;
historic;aircraft;
historic;building;
historic;cannon;
historic;district;
historic;heritage;
historic;house;
historic;memorial;
historic;monument;
historic;ruins;
historic;tomb;
historic;yes;
house;detached;
house;terraced;
hov;yes;
incline;down;
incline;up;
indoor;area;
indoor;corridor;
indoor;door;
indoor;room;
indoor;wall;
indoor;yes;
industrial;depot;
industrial;oil;
industrial;port;
industrial;refinery;
industrial;scrap_yard;
industrial;shipyard;
industrial;warehouse;
informal;no;
informal;yes;
information;board;
information;guidepost;
information;map;
information;office;
information;route_marker;
internet_access;no;
internet_access;wlan;
internet_access;yes;
isced:level;0;
isced:level;1;
isced:level;2;
isced:level;3;
junction;circular;
junction;roundabout;
junction;spui;
junction;uncontrolled;
junction;yes;
landcover;grass;
landcover;trees;
landuse;allotments;
landuse;basin;
landuse;brownfield;
landuse;cemetery;
landuse;civic_admin;
landuse;commercial;
landuse;construction;
landuse;education;
landuse;farm;
landuse;farmland;
landuse;farmyard;
landuse;flowerbed;
landuse;forest;
landuse;garages;
landuse;grass;
landuse;greenfield;
landuse;greenhouse_horticulture;
landuse;industrial;
landuse;institutional;
landuse;landfill;
landuse;meadow;
landuse;military;
landuse;orchard;
landuse;plant_nursery;
landuse;quarry;
landuse;railway;
landuse;recreation_ground;
landuse;religious;
landuse;reservoir;
landuse;residential;
landuse;retail;
landuse;salt_pond;
landuse;village_green;
landuse;vineyard;
lane_markings;no;
lane_markings;yes;
leaf_cycle;deciduous;
leaf_cycle;evergreen;
leaf_cycle;mixed;
leaf_cycle;semi_evergreen;
leaf_type;broadleaved;
leaf_type;leafless;
leaf_type;mixed;
leaf_type;needleleaved;
leaf_type;palm;
leisure;amusement_arcade;
leisure;bleachers;
leisure;bowling_alley;
leisure;common;
leisure;dance;
leisure;dog_park;
leisure;firepit;
leisure;fitness_centre;
leisure;fitness_station;
leisure;garden;
leisure;golf_course;
leisure;horse_riding;
leisure;hot_tub;
leisure;marina;
leisure;miniature_golf;
leisure;nature_reserve;
leisure;outdoor_seating;
leisure;park;
leisure;picnic_table;
leisure;pitch;
leisure;playground;
leisure;schoolyard;
leisure;slipway;
leisure;sports_centre;
leisure;sports_hall;
leisure;stadium;
leisure;swimming_pool;
leisure;track;
leisure;water_park;
lifeguard;tower;
line;bay;
line;busbar;
line_attachment;suspension;
line_management;branch;
line_management;split;
line_management;transpose;
location:transition;yes;
location;indoor;
location;outdoor;
location;overground;
location;overhead;
location;roof;
location;surface;
location;underground;
man_made;antenna;
man_made;breakwater;
man_made;bridge;
man_made;charge_point;
man_made;chimney;
man_made;cooling;
man_made;courtyard;
man_made;crane;
man_made;cutline;
man_made;dyke;
man_made;embankment;
man_made;flagpole;
man_made;gantry;
man_made;goods_conveyor;
man_made;groyne;
man_made;manhole;
man_made;mast;
man_made;mineshaft;
man_made;monitoring_station;
man_made;petroleum_well;
man_made;pier;
man_made;pipeline;
man_made;planter;
man_made;pumping_station;
man_made;reservoir_covered;
man_made;satellite_dish;
man_made;silo;
man_made;storage_tank;
man_made;street_cabinet;
man_made;surveillance;
man_made;survey_point;
man_made;tower;
man_made;tunnel;
man_made;utility_pole;
man_made;wastewater_plant;
man_made;water_tap;
man_made;water_tower;
man_made;water_well;
man_made;water_works;
man_made;works;
manhole;drain;
marker;post;
material;concrete;
maxheight;default;
maxspeed:type;sign;
maxweight:signed;no;
meadow;pasture;
memorial;plaque;
memorial;war_memorial;
microbrewery;yes;
military;airfield;
military;bunker;
military;checkpoint;
military;office;
motor_vehicle;destination;
motor_vehicle;forestry;
motor_vehicle;no;
motor_vehicle;private;
motor_vehicle;yes;
motorcycle;no;
motorcycle;yes;
motorroad;no;
name:signed;no;
name;7-Eleven;
name;Burger_King;
name;Costco;
name;KFC;
name;McDonald's;
name;Subway;
name;Walmart;
name;Wendy's;
natural;bare_rock;
natural;bay;
natural;beach;
natural;cave_entrance;
natural;cliff;
natural;coastline;
natural;desert;
natural;grass;
natural;grassland;
natural;heath;
natural;hill;
natural;mountain_range;
natural;mud;
natural;peak;
natural;reef;
natural;ridge;
natural;rock;
natural;saddle;
natural;sand;
natural;scree;
natural;scrub;
natural;shingle;
natural;shrub;
natural;shrubbery;
natural;spring;
natural;stone;
natural;tree;
natural;tree_row;
natural;valley;
natural;water;
natural;wetland;
natural;wood;
navigationaid;als;
network;rcn;
noexit;yes;
noname;yes;
odbl;clean;
office;accountant;
office;architect;
office;association;
office;company;
office;consulting;
office;educational_institution;
office;employment_agency;
office;estate_agent;
office;financial;
office;financial_advisor;
office;government;
office;insurance;
office;it;
office;lawyer;
office;ngo;
office;property_management;
office;research;
office;security;
office;tax_advisor;
office;yes;
oneway:bicycle;yes;
oneway;-1;
oneway;reversible;
oneway;yes;
opening_hours:signed;no;
ownership;private;
parking:both;lane;
parking:both;no;
parking:left;lane;
parking:right;lane;
parking;lane;
parking;multi-storey;
parking;rooftop;
parking;street_side;
parking;surface;
parking;underground;
parking_space;charging;
parking_space;disabled;
pipeline;substation;
pipeline;valve;
piste:type;downhill;
place;city;
place;hamlet;
place;island;
place;islet;
place;locality;
place;neighbourhood;
place;plot;
place;quarter;
place;square;
place;suburb;
place;town;
place;village;
placement;right_of:1;
placement;transition;
plant:method;combustion;
plant:method;photovoltaic;
plant:source;gas;
plant:source;solar;
playground;climbingframe;
playground;funnel_ball;
playground;hopscotch;
playground;map;
playground;sandpit;
playground;slide;
playground;structure;
power;cable;
power;cable_distribution_cabinet;
power;catenary_mast;
power;generator;
power;line;
power;minor_line;
power;plant;
power;pole;
power;portal;
power;substation;
power;switch;
power;tower;
power;transformer;
private;employees;
private;residents;
private;yes;
protect_class;1a;
protect_class;1b;
protect_class;22;
protect_class;4;
protect_class;5;
protect_class;6;
pseudo;yes;
psv;designated;
psv;yes;
public_transport;platform;
public_transport;station;
public_transport;stop_position;
railway;abandoned;
railway;buffer_stop;
railway;construction;
railway;crossing;
railway;derail;
railway;disused;
railway;funicular;
railway;junction;
railway;level_crossing;
railway;light_rail;
railway;milestone;
railway;miniature;
railway;monorail;
railway;narrow_gauge;
railway;platform;
railway;rail;
railway;railway_crossing;
railway;razed;
railway;signal;
railway;spur_junction;
railway;station;
railway;stop;
railway;subway;
railway;subway_entrance;
railway;switch;
railway;tram;
railway;tram_crossing;
railway;tram_level_crossing;
railway;tram_stop;
recycling_type;centre;
recycling_type;container;
religion;buddhist;
religion;christian;
religion;jewish;
religion;muslim;
religion;none;
residential;apartments;
residential;condominium;
residential;detached;
residential;rural;
residential;single_family;
residential;trailer_park;
residential;university;
residential;urban;
resource;aggregate;
road_marking;solid_stop_line;
roller_coaster;track;
roof:shape;dome;
roof:shape;flat;
roof:shape;gabled;
roof:shape;gambrel;
roof:shape;hipped;
roof:shape;many;
roof:shape;pyramidal;
roof:shape;round;
roof:shape;skillion;
room;classroom;
route;bicycle;
route;ferry;
seamark:beacon_lateral:category;port;
seamark:beacon_lateral:category;starboard;
seamark:buoy_lateral:category;port;
seamark:buoy_lateral:category;starboard;
seamark:buoy_lateral:colour;green;
seamark:buoy_lateral:colour;red;
seamark:buoy_lateral:shape;pillar;
seamark:conspicuity;conspicuous;
seamark:harbour:category;marina;
seamark:mooring:category;dolphin;
seamark:type;beacon_lateral;
seamark:type;beacon_special_purpose;
seamark:type;buoy_lateral;
seamark:type;fairway;
seamark:type;gate;
seamark:type;harbour;
seamark:type;mooring;
seamark:type;obstruction;
seamark:type;pile;
seamark:type;small_craft_facility;
second_hand;only;
second_hand;yes;
segregated;no;
segregated;yes;
service;alley;
service;crossover;
service;drive-through;
service;driveway;
service;emergency_access;
service;parking_aisle;
service;siding;
service;slipway;
service;spur;
service;yard;
shelter_type;gazebo;
shelter_type;pavilion;
shelter_type;picnic_shelter;
shelter_type;public_transport;
shelter_type;sun_shelter;
shop;alcohol;
shop;antiques;
shop;appliance;
shop;art;
shop;bakery;
shop;beauty;
shop;bed;
shop;beverages;
shop;bicycle;
shop;books;
shop;butcher;
shop;cannabis;
shop;car;
shop;car_parts;
shop;car_repair;
shop;carpet;
shop;charity;
shop;chemist;
shop;clothes;
shop;coffee;
shop;computer;
shop;confectionery;
shop;convenience;
shop;copyshop;
shop;cosmetics;
shop;craft;
shop;deli;
shop;department_store;
shop;doityourself;
shop;dry_cleaning;
shop;e-cigarette;
shop;electronics;
shop;farm;
shop;flooring;
shop;florist;
shop;frame;
shop;funeral_directors;
shop;furniture;
shop;garden_centre;
shop;gift;
shop;greengrocer;
shop;hairdresser;
shop;hairdresser_supply;
shop;hardware;
shop;houseware;
shop;interior_decoration;
shop;jewelry;
shop;kiosk;
shop;kitchen;
shop;laundry;
shop;locksmith;
shop;mall;
shop;massage;
shop;medical_supply;
shop;mobile_phone;
shop;money_lender;
shop;motorcycle;
shop;music;
shop;musical_instrument;
shop;nutrition_supplements;
shop;optician;
shop;outdoor;
shop;paint;
shop;party;
shop;pastry;
shop;pawnbroker;
shop;pet;
shop;pet_grooming;
shop;photo;
shop;rental;
shop;second_hand;
shop;shoes;
shop;sports;
shop;stationery;
shop;storage_rental;
shop;supermarket;
shop;swimming_pool;
shop;tailor;
shop;tattoo;
shop;ticket;
shop;tobacco;
shop;toys;
shop;trade;
shop;travel_agency;
shop;tyres;
shop;vacant;
shop;variety_store;
shop;video_games;
shop;water;
shop;wholesale;
shop;wine;
shop;yes;
sidewalk;both;
sidewalk;separate;
social_facility:for;homeless;
social_facility:for;senior;
social_facility;assisted_living;
social_facility;food_bank;
social_facility;group_home;
social_facility;nursing_home;
social_facility;outreach;
social_facility;shelter;
sport;american_football;
sport;american_handball;
sport;athletics;
sport;baseball;
sport;basketball;
sport;beachvolleyball;
sport;boules;
sport;chess;
sport;climbing;
sport;equestrian;
sport;fitness;
sport;four_square;
sport;golf;
sport;horseshoes;
sport;karting;
sport;motor;
sport;multi;
sport;pickleball;
sport;running;
sport;shooting;
sport;skateboard;
sport;soccer;
sport;softball;
sport;swimming;
sport;tennis;
sport;tetherball;
sport;volleyball;
sport;yoga;
station;light_rail;
station;subway;
street_cabinet;power;
studio;video;
substance;gas;
substance;oil;
substance;sewage;
substance;water;
substation;distribution;
substation;industrial;
substation;minor_distribution;
substation;transmission;
surface;acrylic;
surface;artificial_turf;
surface;asphalt;
surface;bricks;
surface;clay;
surface;cobblestone;
surface;compacted;
surface;concrete;
surface;concrete:plates;
surface;dirt;
surface;earth;
surface;fine_gravel;
surface;grass;
surface;gravel;
surface;ground;
surface;hard_court;
surface;metal;
surface;paved;
surface;paving_stones;
surface;pebblestone;
surface;rubber;
surface;sand;
surface;sett;
surface;tartan;
surface;unpaved;
surface;wood;
surface;woodchips;
switch;circuit_breaker;
tactile_paving;incorrect;
tactile_paving;no;
tactile_paving;yes;
taxon:family;Arecaceae;
telecom:medium;fibre;
telecom;data_center;
telecom;exchange;
theatre:type;amphi;
toll;yes;
tomb;mausoleum;
tourism;apartment;
tourism;artwork;
tourism;attraction;
tourism;camp_pitch;
tourism;camp_site;
tourism;caravan_site;
tourism;gallery;
tourism;guest_house;
tourism;hotel;
tourism;information;
tourism;motel;
tourism;museum;
tourism;picnic_site;
tourism;theme_park;
tourism;viewpoint;
tourism;zoo;
tower:construction;freestanding;
tower:construction;guyed_lattice;
tower:construction;lattice;
tower:type;communication;
tower:type;lighting;
traffic_calming;bump;
traffic_calming;chicane;
traffic_calming;choker;
traffic_calming;cushion;
traffic_calming;dip;
traffic_calming;hump;
traffic_calming;island;
traffic_calming;rumble_strip;
traffic_calming;table;
traffic_calming;yes;
traffic_sign;US:R1-1;
traffic_sign;city_limit;
train;yes;
tram;yes;
transformer;distribution;
transformer;main;
trees;orange_trees;
tunnel;building_passage;
tunnel;culvert;
usage;branch;
usage;industrial;
usage;irrigation;
usage;main;
usage;military;
usage;spillway;
usage;tourism;
usage;transmission;
utility;gas;
utility;oil;
utility;power;
utility;sewerage;
utility;telecom;
utility;water;
vehicle;no;
vending;drinks;
vending;excrement_bags;
vending;newspapers;
vending;parking_tickets;
vending;public_transport_tickets;
wall;brick;
wall;dry_stone;
wall;noise_barrier;
wall;seawall;
waste;dog_excrement;
waste;trash;
water;basin;
water;canal;
water;lagoon;
water;lake;
water;pond;
water;reservoir;
water;river;
water;stream;
water;wastewater;
water_source;main;
waterway;brook;
waterway;canal;
waterway;dam;
waterway;derelict_canal;
waterway;ditch;
waterway;dock;
waterway;drain;
waterway;lock_gate;
waterway;pressurised;
waterway;river;
waterway;stream;
waterway;tidal_channel;
waterway;waterfall;
waterway;weir;
wetland;marsh;
wetland;saltmarsh;
wetland;swamp;
wetland;tidalflat;
wetland;wet_meadow;
beacon;;
biotic_reef;;
brand:*;;
change:lanes;;
climbing:*;;
currency:*;;
destination:lanes;;
destination:street;;
disused;yes;
generator;;
light;;
parking:condition:both;;
parking:condition:right;;
population:*;;
turn:lanes;;
abutters;industrial;
abutters;residential;
abutters;retail;
access;discouraged;
addr:state;CA;
addr:state;MD;
addr:state;NC;
admin_level;10;
admin_level;4;
admin_level;6;
admin_level;7;
admin_level;8;
admin_level;9;
amenity;bus_stop;
area;no;
area;yes;
atm;no;
automated;yes;
baseball;infield;
bin;no;
bin;yes;
board_type;history;
board_type;welcome_sign;
boat;yes;
bridge;yes;
building:prefabricated;yes;
busway:left;lane;
busway:right;lane;
center_turn_lane;yes;
changing_table;no;
changing_table;yes;
cocktails;yes;
construction;cycleway;
construction;footway;
construction;light_rail;
construction;motorway;
construction;motorway_link;
construction;rail;
construction;residential;
construction;secondary;
construction;service;
construction;tertiary;
continuous_sidewalk;yes;
cutting;yes;
cyclestreet;yes;
cycleway:both:lane;exclusive;
cycleway:both;shared_lane;
cycleway:left:lane;exclusive;
cycleway:left;lane;
cycleway:left;separate;
cycleway:left;shared_lane;
cycleway:right:lane;exclusive;
cycleway:right:oneway;no;
cycleway:right;separate;
cycleway:right;share_busway;
cycleway:right;shared_lane;
delivery;yes;
denomination;evangelical;
dispensing;yes;
drinking_water;no;
drinking_water;yes;
drive_through;no;
drive_through;yes;
driveway;pipestem;
embankment;yes;
entrance;emergency;
entrance;home;
entrance;service;
expressway;no;
expressway;yes;
fee;no;
fee;yes;
female;yes;
ferry;yes;
fire_hydrant:position;green;
fire_hydrant:position;lane;
fire_hydrant:position;sidewalk;
fire_hydrant:type;pillar;
fixme;continue;
frequency;0;
frequency;60;
hazmat;no;
heritage;2;
heritage;8;
hgv;designated;
hgv;no;
holding_position:type;intermediate;
holding_position:type;runway;
horse;designated;
horse;no;
indoor;level;
intermittent;yes;
irrigated;no;
kerb;flush;
kerb;lowered;
kerb;raised;
layer;-1;
layer;0;
layer;1;
lcn;yes;
lit;no;
lit;yes;
locked;no;
locked;yes;
managed;yes;
maxspeed;10_mph;
maxspeed;110_mph;
maxspeed;125_mph;
maxspeed;14_mph;
maxspeed;15_mph;
maxspeed;20_mph;
maxspeed;25;
maxspeed;25_mph;
maxspeed;30_mph;
maxspeed;35_mph;
maxspeed;40_mph;
maxspeed;45_mph;
maxspeed;50_mph;
maxspeed;55_mph;
maxspeed;5_mph;
maxspeed;60_mph;
maxspeed;65_mph;
maxspeed;70_mph;
maxspeed;75_mph;
maxspeed;79_mph;
maxspeed;8_mph;
maxspeed;90_mph;
mooring;yes;
motorcar;no;
motorcar;yes;
motorroad;yes;
name;Starbucks;
name;The_Church_of_Jesus_Christ_of_Latter-day_Saints;
noaddress;yes;
nohousenumber;yes;
old_railway_operator;AT&SF;
old_railway_operator;PRR;
old_railway_operator;SAL;
old_railway_operator;SP;
old_railway_operator;Southern;
oneway:bicycle;no;
oneway;no;
operator:type;government;
operator:type;public;
outdoor_seating;no;
outdoor_seating;yes;
overtaking;no;
parking:both;street_side;
parking:left;no;
parking:orientation;perpendicular;
parking:right;no;
path;crossing;
playground;splash_pad;
playground;tetherball;
railway;proposed;
ramp;no;
ramp;yes;
roof:orientation;across;
roof:orientation;along;
seamark:beacon_lateral:colour;green;
seamark:beacon_lateral:colour;red;
seamark:beacon_lateral:shape;pile;
seamark:beacon_lateral:shape;stake;
seamark:light:character;Fl;
seamark:light:colour;green;
seamark:light:colour;red;
seamark:mooring:category;buoy;
seamark:topmark:colour;green;
seamark:topmark:colour;red;
seasonal;no;
seasonal;yes;
shelter;no;
shelter;yes;
sidewalk:both;separate;
sidewalk:left;separate;
sidewalk:right;no;
sidewalk:right;separate;
sidewalk;left;
sidewalk;no;
sidewalk;right;
smoking;no;
smoking;outside;
smoothness;bad;
smoothness;excellent;
smoothness;good;
smoothness;horrible;
smoothness;impassable;
smoothness;intermediate;
smoothness;very_bad;
smoothness;very_horrible;
sport;funnel_ball;
start_date;2023;
supervised;yes;
surface;brick;
takeaway;yes;
tidal;yes;
toilets:access;customers;
toilets;yes;
townhall:type;city;
tracktype;grade1;
tracktype;grade2;
tracktype;grade3;
tracktype;grade4;
tracktype;grade5;
traffic_sign;maxspeed;
traffic_sign;stop;
trolley_wire;yes;
tunnel;yes;
type;boundary;
vehicle;private;
